Date,Open,High,Low,Close,Adj_Close,Volume,Daily_Returns,Moving_Average,Rolling_Std,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Close_lag_6,Close_lag_7,Close_mean_5,Close_std_5,Close_mean_10,Close_std_10,Close_mean_20,Close_std_20,Close_SMA_5,Close_EMA_5,Close_SMA_10,Close_EMA_10,Close_SMA_20,Close_EMA_20,Close_range_5,Close_range_10,Close_range_20,Close_percentile_25_5,Close_percentile_75_5,Close_percentile_25_10,Close_percentile_75_10,Close_percentile_25_20,Close_percentile_75_20,Close_autocorr_5,Close_volume_crosscorr_5,Close_autocorr_10,Close_volume_crosscorr_10,Close_autocorr_20,Close_volume_crosscorr_20,RSI,MACD,Bollinger_Bands,Volume_SMA_5,Volume_EMA_5,Bid_Ask_Spread_5,Volume_SMA_10,Volume_EMA_10,Bid_Ask_Spread_10,Volume_SMA_20,Volume_EMA_20,Bid_Ask_Spread_20,Month,DayOfWeek,Monthly_Mean_Close_5,DayOfWeek_Mean_Close_5,Monthly_Mean_Close_10,DayOfWeek_Mean_Close_10,Monthly_Mean_Close_20,DayOfWeek_Mean_Close_20
2014-05-28,63.389998999999996,64.139999,62.619999,63.509997999999996,63.442684,47795000,0.0004725582860742872,63.198,0.38250063761980013,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.318,0.3730553779313475,63.427999899999996,0.9052290033170195,64.46749985,1.5579128569148455,63.318,63.154834156398096,63.427999899999996,63.60999754480064,64.46749985,65.20571115413534,0.9600030000000004,3.2799990000000037,5.099997999999999,63.080002,63.509997999999996,62.930001250000004,63.4674985,63.272498999999996,65.42750175,0.5605443413241733,0.744542006243205,-0.09660814284663702,0.33223888337553914,0.7696739974531009,0.24917674405190499,67.55033408654975,0.834843964305719,6.073862489393122,40792300.0,37782023.69668247,1.3120002,41212850.0,41144640.89568764,1.3400000000000105,39481625.0,39956599.039953485,1.3229999000000063,5,2,210.499758705314,197.38672156967203,210.499758705314,197.38672156967203,210.499758705314,197.38672156967203
2014-05-29,63.84,64.300003,63.509997999999996,63.830002,63.762347999999996,42700000,0.005038639742989792,63.198,0.38250063761980013,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.318,0.3730553779313475,63.427999899999996,0.9052290033170195,64.46749985,1.5579128569148455,63.318,63.154834156398096,63.427999899999996,63.60999754480064,64.46749985,65.20571115413534,0.9600030000000004,3.2799990000000037,5.099997999999999,63.080002,63.509997999999996,62.930001250000004,63.4674985,63.272498999999996,65.42750175,0.5605443413241733,0.744542006243205,-0.09660814284663702,0.33223888337553914,0.7696739974531009,0.24917674405190499,67.55033408654975,0.834843964305719,6.073862489393122,40792300.0,37782023.69668247,1.3120002,41212850.0,41144640.89568764,1.3400000000000105,39481625.0,39956599.039953485,1.3229999000000063,5,3,210.499758705314,197.07025696145615,210.499758705314,197.07025696145615,210.499758705314,197.07025696145615
2014-05-30,63.950001,64.16999799999999,62.560001,63.299999,63.23290600000001,45253500,-0.008303352395320318,63.198,0.38250063761980013,63.830002,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.318,0.3730553779313475,63.427999899999996,0.9052290033170195,64.46749985,1.5579128569148455,63.318,63.154834156398096,63.427999899999996,63.60999754480064,64.46749985,65.20571115413534,0.9600030000000004,3.2799990000000037,5.099997999999999,63.080002,63.509997999999996,62.930001250000004,63.4674985,63.272498999999996,65.42750175,0.5605443413241733,0.744542006243205,-0.09660814284663702,0.33223888337553914,0.7696739974531009,0.24917674405190499,67.55033408654975,0.834843964305719,6.073862489393122,40792300.0,37782023.69668247,1.3120002,41212850.0,41144640.89568764,1.3400000000000105,39481625.0,39956599.039953485,1.3229999000000063,5,4,210.499758705314,195.86817281092445,210.499758705314,195.86817281092445,210.499758705314,195.86817281092445
2014-06-02,63.23,63.59,62.049999,63.080002,63.013144999999994,35996000,-0.0034754660896597622,63.198,0.38250063761980013,63.299999,63.830002,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.318,0.3730553779313475,63.427999899999996,0.9052290033170195,64.46749985,1.5579128569148455,63.318,63.154834156398096,63.427999899999996,63.60999754480064,64.46749985,65.20571115413534,0.9600030000000004,3.2799990000000037,5.099997999999999,63.080002,63.509997999999996,62.930001250000004,63.4674985,63.272498999999996,65.42750175,0.5605443413241733,0.744542006243205,-0.09660814284663702,0.33223888337553914,0.7696739974531009,0.24917674405190499,67.55033408654975,0.834843964305719,6.073862489393122,40792300.0,37782023.69668247,1.3120002,41212850.0,41144640.89568764,1.3400000000000105,39481625.0,39956599.039953485,1.3229999000000063,6,0,182.69485301470587,195.99311770155896,182.69485301470587,195.99311770155896,182.69485301470587,195.99311770155896
2014-06-03,62.619999,63.419998,62.32,62.869999,62.803364,32217000,-0.0033291533503756465,63.198,0.38250063761980013,63.080002,63.299999,63.830002,63.509997999999996,63.509997999999996,63.509997999999996,63.509997999999996,63.318,0.3730553779313475,63.427999899999996,0.9052290033170195,64.46749985,1.5579128569148455,63.318,63.154834156398096,63.427999899999996,63.60999754480064,64.46749985,65.20571115413534,0.9600030000000004,3.2799990000000037,5.099997999999999,63.080002,63.509997999999996,62.930001250000004,63.4674985,63.272498999999996,65.42750175,0.5605443413241733,0.744542006243205,-0.09660814284663702,0.33223888337553914,0.7696739974531009,0.24917674405190499,67.55033408654975,0.834843964305719,6.073862489393122,40792300.0,37782023.69668247,1.3120002,41212850.0,41144640.89568764,1.3400000000000105,39481625.0,39956599.039953485,1.3229999000000063,6,1,182.69485301470587,196.73281671830992,182.69485301470587,196.73281671830992,182.69485301470587,196.73281671830992
2014-06-04,62.450001,63.59,62.07,63.34,63.272865,36514000,0.007475759622646239,63.198,0.38250063761980013,62.869999,63.080002,63.299999,63.830002,63.509997999999996,63.509997999999996,63.509997999999996,63.28400039999999,0.3586510016747488,63.427999899999996,0.9052290033170195,64.46749985,1.5579128569148455,63.28400039999999,63.22249626165413,63.427999899999996,63.60999754480064,64.46749985,65.20571115413534,0.9600030000000004,3.2799990000000037,5.099997999999999,63.080002,63.34,62.930001250000004,63.4674985,63.272498999999996,65.42750175,0.2195776794730639,0.7086678449597602,-0.09660814284663702,0.33223888337553914,0.7696739974531009,0.24917674405190499,67.55033408654975,0.834843964305719,6.073862489393122,38536100.0,37318670.67669174,1.3120002000000142,41212850.0,41144640.89568764,1.3400000000000105,39481625.0,39956599.039953485,1.3229999000000063,6,2,182.69485301470587,197.38672156967203,182.69485301470587,197.38672156967203,182.69485301470587,197.38672156967203
2014-06-05,63.66,64.360001,62.82,63.189999,63.123024,47352000,-0.0023681875592043156,63.198,0.38250063761980013,63.34,62.869999,63.080002,63.299999,63.830002,63.509997999999996,63.509997999999996,63.1559998,0.18928808203819394,63.427999899999996,0.9052290033170195,64.46749985,1.5579128569148455,63.1559998,63.21099043176299,63.427999899999996,63.60999754480064,64.46749985,65.20571115413534,0.47000100000000344,3.2799990000000037,5.099997999999999,63.080002,63.299999,62.930001250000004,63.4674985,63.272498999999996,65.42750175,-0.28514541606878935,0.5883146915200063,-0.09660814284663702,0.33223888337553914,0.7696739974531009,0.24917674405190499,67.55033408654975,0.834843964305719,6.073862489393122,39466500.0,40871024.7693055,1.4619994000000176,41212850.0,41144640.89568764,1.3400000000000105,39481625.0,39956599.039953485,1.3229999000000063,6,3,182.69485301470587,197.07025696145615,182.69485301470587,197.07025696145615,182.69485301470587,197.07025696145615
2014-06-06,63.369999,63.48,62.150002,62.5,62.433758,42442000,-0.010919433627463726,63.198,0.38250063761980013,63.189999,63.34,62.869999,63.080002,63.299999,63.830002,63.509997999999996,62.995999999999995,0.32592951692275013,63.427999899999996,0.9052290033170195,64.46749985,1.5579128569148455,62.995999999999995,62.96437091165741,63.427999899999996,63.60999754480064,64.46749985,65.20571115413534,0.8400000000000034,3.2799990000000037,5.099997999999999,62.869999,63.189999,62.930001250000004,63.4674985,63.272498999999996,65.42750175,-0.3302869118653785,-0.043628222863700536,-0.09660814284663702,0.33223888337553914,0.7696739974531009,0.24917674405190499,67.55033408654975,0.834843964305719,6.073862489393122,38904200.0,41415945.12291833,1.4059996000000083,41212850.0,41144640.89568764,1.3400000000000105,39481625.0,39956599.039953485,1.3229999000000063,6,4,182.69485301470587,195.86817281092445,182.69485301470587,195.86817281092445,182.69485301470587,195.86817281092445
2014-06-09,62.400002,63.34,61.790001000000004,62.880001,62.813354000000004,37617000,0.006080016000000077,63.198,0.38250063761980013,62.5,63.189999,63.34,62.869999,63.080002,63.299999,63.830002,62.955999799999994,0.3253150595971494,63.427999899999996,0.9052290033170195,64.46749985,1.5579128569148455,62.955999799999994,62.93549651854364,63.427999899999996,63.60999754480064,64.46749985,65.20571115413534,0.8400000000000034,3.2799990000000037,5.099997999999999,62.869999,63.189999,62.930001250000004,63.4674985,63.272498999999996,65.42750175,-0.04059575920855034,0.015667479709725353,-0.09660814284663702,0.33223888337553914,0.7696739974531009,0.24917674405190499,67.55033408654975,0.834843964305719,6.073862489393122,39228400.0,40115810.59934277,1.4079992000000061,41212850.0,41144640.89568764,1.3400000000000105,39481625.0,39956599.039953485,1.3229999000000063,6,0,182.69485301470587,195.99311770155896,182.69485301470587,195.99311770155896,182.69485301470587,195.99311770155896
2014-06-11,65.32,65.800003,64.900002,65.779999,65.71028100000001,44242000,0.00015207542125939,63.653999799999994,1.171059497303457,62.880001,62.5,63.189999,63.34,62.869999,63.080002,63.299999,63.53799979999999,1.29395468390539,63.427999899999996,0.9052290033170195,64.46749985,1.5579128569148455,63.53799979999999,63.9003968605084,63.427999899999996,63.60999754480064,64.46749985,65.20571115413534,3.2799990000000037,3.2799990000000037,5.099997999999999,62.880001,63.34,62.930001250000004,63.4674985,63.272498999999996,65.42750175,-0.15135335667295818,0.2839918817746313,-0.09660814284663702,0.33223888337553914,0.7696739974531009,0.24917674405190499,67.55033408654975,0.834843964305719,6.073862489393122,41633400.0,41515479.46574753,1.3679997999999998,41212850.0,41144640.89568764,1.3400000000000105,39481625.0,39956599.039953485,1.3229999000000063,6,2,182.69485301470587,197.38672156967203,182.69485301470587,197.38672156967203,182.69485301470587,197.38672156967203
